age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?
23, 10,"huai'an, jiangsu, china (map)",mandarin92,mandarin,female ,2469,china,FALSE
22, 6,"xi'an, shanxi, china (map)",mandarin93,mandarin,female ,2474,china,FALSE
23, 8,"baotou, inner mongolia, china (map)",mandarin94,mandarin,male ,2477,china,FALSE
29, 11,"yangxin, hubei, china (map)",mandarin95,mandarin,female ,2483,china,FALSE
27, 9,"qingdao, shandong, china (map)",mandarin96,mandarin,female ,2494,china,FALSE
28, 11,"jiujiang, jiangxi, china (map)",mandarin97,mandarin,female ,2523,china,FALSE
25, 11,"nanchang, jiangxi, china (map)",mandarin98,mandarin,female ,2524,china,FALSE
26, 9,"nanchang, jiangxi, china (map)",mandarin99,mandarin,female ,2529,china,FALSE
25, 13,"wuhan, hubei, china (map)",mandarin100,mandarin,female ,2530,china,FALSE
23, 10,"jiujiang, jiangxi, china (map)",mandarin101,mandarin,female ,2531,china,FALSE
27, 10,"huanggang, hubei, china (map)",mandarin102,mandarin,female ,2532,china,FALSE
27, 12,"le shan, sichuan, china (map)",mandarin103,mandarin,female ,2538,china,FALSE
29, 7,"beijing, china (map)",mandarin104,mandarin,female ,2539,china,FALSE
26, 12,"tongliao, inner mongolia, china (map)",mandarin105,mandarin,female ,2540,china,FALSE
25, 2,"xi'an, shanxi, china (map)",mandarin106,mandarin,female ,2542,china,FALSE
26, 8,"taiyuan, shanxi, china (map)",mandarin107,mandarin,female ,2554,china,FALSE
26, 14,"nanning, guangxi, china (map)",mandarin108,mandarin,female ,2557,china,FALSE
23, 4,"xi'an, shanxi, china (map)",mandarin109,mandarin,female ,2559,china,FALSE
24, 7,"panjin, liaoning, china (map)",mandarin110,mandarin,female ,2560,china,FALSE
23, 6,"beijing, china (map)",mandarin111,mandarin,female ,2562,china,FALSE
26, 6,"tianjin, china (map)",mandarin112,mandarin,male ,2564,china,FALSE
29, 10,"hohhot, inner mongolia, china (map)",mandarin113,mandarin,male ,2566,china,FALSE
19, 13,"beijing, china (map)",mandarin114,mandarin,female ,2599,china,FALSE
19, 5,"urumqi, xinjiang, china (map)",mandarin115,mandarin,male ,2675,china,FALSE
24, 9,"baotou, inner mongolia, china (map)",mandarin116,mandarin,male ,2677,china,FALSE
25, 9,"changchun, jilin, china (map)",mandarin117,mandarin,male ,2678,china,FALSE
24, 9,"xi'an, shanxi, china (map)",mandarin118,mandarin,female ,2679,china,FALSE
24, 7,"changchun, jilin, china (map)",mandarin119,mandarin,female ,2699,china,FALSE
24, 10,"chengde, hebei, china (map)",mandarin120,mandarin,male ,2700,china,FALSE
30, 13,"huangshan, anhui, china (map)",mandarin121,mandarin,female ,2708,china,FALSE
26, 6,"xi'an, shanxi, china (map)",mandarin122,mandarin,male ,2711,china,FALSE
21, 6,"chengdu, sichuan, china (map)",mandarin123,mandarin,male ,2714,china,FALSE
33, 13,"chongqing, china (map)",mandarin124,mandarin,female ,2716,china,FALSE
24, 6,"changchun, jilin, china (map)",mandarin125,mandarin,female ,2719,china,FALSE
24, 8,"yulin, shanxi, china (map)",mandarin126,mandarin,male ,2726,china,FALSE
25, 15,"shenyang, liaoning, china (map)",mandarin127,mandarin,male ,2748,china,FALSE
21, 7,"cixi, zhejiang, china (map)",mandarin128,mandarin,female ,2772,china,FALSE
22, 12,"luoyang, henan, china (map)",mandarin129,mandarin,female ,2773,china,FALSE
22, 7,"weifang, shandong, china (map)",mandarin130,mandarin,female ,2798,china,FALSE
20, 6,"shenzhen, guangdong, china (map)",mandarin131,mandarin,male ,2836,china,FALSE
21, 2,"dangyang, hubei, china (map)",mandarin132,mandarin,female ,2837,china,FALSE
26, 10,"beijing, china (map)",mandarin133,mandarin,female ,2876,china,FALSE
27, 9,"luoyang, henan, china (map)",mandarin134,mandarin,male ,2877,china,FALSE
25, 9,"langfang, hebei, china (map)",mandarin135,mandarin,male ,2878,china,FALSE
20, 10,"shenyang, liaoning, china (map)",mandarin136,mandarin,female ,2879,china,FALSE
20, 10,"xi'an, shanxi, china (map)",mandarin137,mandarin,female ,2880,china,FALSE
21, 7,"chongqing, china (map)",mandarin138,mandarin,female ,2881,china,FALSE
23, 14,"kunming, yunnan, china (map)",mandarin139,mandarin,male ,2882,china,FALSE
22, 7,"xuzhou, jiangsu, china (map)",mandarin140,mandarin,male ,2883,china,FALSE
21, 6,"beijing, china (map)",mandarin141,mandarin,female ,2884,china,FALSE
23, 6,"chengdu, sichuan, china (map)",mandarin142,mandarin,female ,2885,china,FALSE
25, 10,"fuyang, anhui, china (map)",mandarin143,mandarin,female ,2886,china,FALSE
20, 10,"wuhu, anhui, china (map)",mandarin144,mandarin,male ,2887,china,FALSE
21, 4,"qingdao, shandong, china (map)",mandarin145,mandarin,female ,2888,china,FALSE
24, 6,"xi'an, shanxi, china (map)",mandarin146,mandarin,female ,2890,china,FALSE
19, 9,"nanyang, henan, china (map)",mandarin147,mandarin,female ,2891,china,FALSE
19, 6,"nanyang, henan, china (map)",mandarin148,mandarin,female ,2892,china,FALSE
19, 6,"fuzhou, fujian, china (map)",mandarin149,mandarin,female ,2893,china,FALSE
18, 12,"taiyuan, shanxi, china (map)",mandarin150,mandarin,female ,2936,china,FALSE
31, 8,"wuxi, jiangsu, china (map)",mandarin151,mandarin,female ,2942,china,FALSE
