age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?
75.0,0.0,"wakefield, ohio, usa",english161,english,female,546,usa,False
41.0,0.0,"delaware, ohio, usa",english162,english,female,548,usa,False
41.0,0.0,"fairview park, ohio, usa",english163,english,male,547,usa,False
43.0,0.0,"detroit, michigan, usa",english165,english,female,550,usa,False
18.0,0.0,"glenside, pennsylvania, usa",english166,english,male,551,usa,False
43.0,0.0,"lakeview, michigan, usa",english167,english,male,552,usa,False
40.0,0.0,"oceanside, california, usa",english168,english,male,554,usa,False
18.0,0.0,"cleveland, mississippi, usa",english169,english,male,555,usa,False
79.0,0.0,"darwin va, virginia, usa",english17,english,male,74,usa,False
50.0,0.0,"belmont, mississippi, usa",english170,english,female,556,usa,False
21.0,0.0,"st. louis, missouri, usa",english171,english,male,563,usa,False
19.0,0.0,"libertyville, illinois, usa",english173,english,male,567,usa,False
24.0,0.0,"seattle, washington, usa",english175,english,male,572,usa,False
18.0,0.0,"elizabeth city, north carolina, usa",english176,english,female,573,usa,False
23.0,0.0,"new orleans, louisiana, usa",english177,english,female,574,usa,False
30.0,0.0,"wilkes-barre, pennsylvania, usa",english178,english,male,583,usa,False
57.0,0.0,"huron, south dakota, usa",english179,english,male,584,usa,False
39.0,0.0,"dickenson county, virginia, usa",english18,english,female,75,usa,False
20.0,0.0,"newport, rhode island, usa",english180,english,male,585,usa,False
68.0,0.0,"new eagle, pennsylvania, usa",english181,english,male,586,usa,False
50.0,0.0,"troy, new york, usa",english182,english,male,590,usa,False
18.0,0.0,"hillsboro, oregon, usa",english184,english,female,597,usa,False
39.0,0.0,"gadsden, alabama, usa",english186,english,female,605,usa,False
42.0,0.0,"algona, iowa, usa",english187,english,female,606,usa,False
19.0,0.0,"grand forks, north dakota, usa",english189,english,male,617,usa,False
53.0,0.0,"louisville, kentucky, usa",english19,english,male,76,usa,False
27.0,0.0,"oak park, illinois, usa",english190,english,male,618,usa,False
19.0,0.0,"las cruces, new mexico, usa",english191,english,male,631,usa,False
27.0,0.0,"east lansing, michigan, usa",english192,english,female,636,usa,False
32.0,0.0,"honolulu, hawaii, usa",english193,english,male,637,usa,False
21.0,0.0,"delavan, wisconsin, usa",english195,english,female,639,usa,False
22.0,0.0,"iowa city, iowa, usa",english197,english,male,662,usa,False
56.0,0.0,"washington, district of columbia, usa",english198,english,male,663,usa,False
25.0,0.0,"bay shore, new york, usa",english199,english,male,664,usa,False
27.0,0.0,"mt. holly, north carolina, usa",english20,english,female,78,usa,False
22.0,0.0,"berkeley, california, usa",english200,english,female,667,usa,False
26.0,0.0,"warren, michigan, usa",english201,english,female,668,usa,False
19.0,0.0,"crisfield, maryland, usa",english202,english,male,673,usa,False
63.0,0.0,"boston, massachusetts, usa",english203,english,female,674,usa,False
53.0,0.0,"chicago, illinois, usa",english204,english,male,678,usa,False
45.0,0.0,"blue earth, minnesota, usa",english205,english,female,679,usa,False
23.0,0.0,"wilkes-barre, pennsylvania, usa",english207,english,female,684,usa,False
46.0,0.0,"washington, dc, usa",english208,english,male,695,usa,False
37.0,0.0,"boston, massachusetts, usa",english21,english,female,79,usa,False
30.0,0.0,"worcester, massachusetts, usa",english211,english,male,720,usa,False
24.0,0.0,"spartanburg, south carolina, usa",english212,english,male,729,usa,False
38.0,0.0,"dodge city, kansas, usa",english213,english,male,734,usa,False
26.0,0.0,"myrtle beach, south carolina, usa",english214,english,male,737,usa,False
48.0,0.0,"chicago, illinois, usa",english216,english,female,739,usa,False
27.0,0.0,"abingdon, virginia, usa",english218,english,female,747,usa,False
38.0,0.0,"oakland, california, usa",english219,english,female,748,usa,False
18.0,0.0,"anaheim, california, usa",english220,english,female,749,usa,False
18.0,0.0,"auburn, indiana, usa",english222,english,female,764,usa,False
18.0,0.0,"erie, pennsylvania, usa",english223,english,male,767,usa,False
25.0,0.0,"burlington, vermont, usa",english229,english,male,775,usa,False
43.0,0.0,"englewood, tennessee, usa",english23,english,male,81,usa,False
22.0,0.0,"tampa, florida, usa",english231,english,male,791,usa,False
32.0,0.0,"metairie, louisiana, usa",english232,english,female,798,usa,False
49.0,0.0,"bloomington, indiana, usa",english234,english,male,794,usa,False
52.0,0.0,"richmond, virginia, usa",english235,english,female,795,usa,False
44.0,0.0,"st. charles, illinois, usa",english236,english,male,799,usa,False
22.0,0.0,"jeffersonville, ohio, usa",english237,english,female,801,usa,False
77.0,0.0,"laurel, mississippi, usa",english242,english,female,818,usa,False
23.0,0.0,"san francisco, california, usa",english244,english,male,821,usa,False
25.0,0.0,"pittsburgh, pennsylvania, usa",english245,english,male,824,usa,False
32.0,0.0,"los angeles, california, usa",english246,english,male,825,usa,False
18.0,0.0,"philadelphia, pennsylvania, usa",english248,english,female,840,usa,False
29.0,0.0,"boston, massachusetts, usa",english249,english,female,850,usa,False
57.0,0.0,"atlanta, georgia, usa",english25,english,male,83,usa,False
21.0,0.0,"mt. kisco, new york, usa",english251,english,male,855,usa,False
25.0,0.0,"san jose ca, california, usa",english252,english,female,856,usa,False
39.0,0.0,"eugene, oregon, usa",english254,english,male,858,usa,False
23.0,0.0,"laurinburg, north carolina, usa",english256,english,male,861,usa,False
24.0,0.0,"san diego, california, usa",english257,english,male,863,usa,False
71.0,0.0,"smith island, maryland, usa",english26,english,male,84,usa,False
18.0,0.0,"phoenix, arizona, usa",english260,english,female,871,usa,False
59.0,0.0,"forestville, maryland, usa",english261,english,female,875,usa,False
60.0,0.0,"naylor, maryland, usa",english262,english,male,876,usa,False
21.0,0.0,"oak forest, illinois, usa",english263,english,male,884,usa,False
21.0,0.0,"freemont, california, usa",english264,english,male,889,usa,False
31.0,0.0,"vancouver wa, washington, usa",english265,english,male,890,usa,False
18.0,0.0,"san diego, california, usa",english266,english,male,899,usa,False
37.0,0.0,"smith island, maryland, usa",english27,english,female,85,usa,False
20.0,0.0,"dallas, texas, usa",english272,english,male,905,usa,False
46.0,0.0,"blue bell, pennsylvania, usa",english273,english,male,907,usa,False
20.0,0.0,"clifton, new jersey, usa",english275,english,female,912,usa,False
50.0,0.0,"chattanooga, tennessee, usa",english276,english,female,918,usa,False
48.0,0.0,"hudson, new york, usa",english277,english,female,919,usa,False
18.0,0.0,"augusta, georgia, usa",english278,english,female,921,usa,False
23.0,0.0,"ramsey mn, minnesota, usa",english281,english,male,937,usa,False
20.0,0.0,"tampa, florida, usa",english282,english,male,939,usa,False
18.0,0.0,"pelham, new york, usa",english283,english,male,951,usa,False
33.0,0.0,"gainesville, florida, usa",english284,english,male,952,usa,False
21.0,0.0,"beaumont, texas, usa",english286,english,female,977,usa,False
26.0,0.0,"st. louis, missouri, usa",english288,english,female,982,usa,False
19.0,0.0,"fairfax, virginia, usa",english289,english,female,983,usa,False
20.0,0.0,"duluth, georgia, usa",english290,english,male,986,usa,False
38.0,0.0,"kansas city, missouri, usa",english292,english,male,1051,usa,False
22.0,0.0,"billings, montana, usa",english293,english,female,1052,usa,False
19.0,0.0,"lindenhurst, new york, usa",english297,english,male,1071,usa,False
45.0,0.0,"anaheim, california, usa",english303,english,female,1086,usa,False
48.0,0.0,"alexandria, va, usa",english307,english,male,1100,usa,False
38.0,0.0,"detroit, michigan, usa",english311,english,female,1110,usa,False
28.0,0.0,"silver spring, maryland, usa",english313,english,male,1119,usa,False
26.0,0.0,"memphis, tennessee, usa",english314,english,female,1120,usa,False
25.0,0.0,"los angeles, california, usa",english315,english,male,1121,usa,False
33.0,0.0,"sacramento, california, usa",english316,english,male,1122,usa,False
26.0,0.0,"burlington, vermont, usa",english317,english,male,1132,usa,False
50.0,0.0,"fresno, california, usa",english32,english,female,91,usa,False
52.0,0.0,"brooklyn, new york, usa",english321,english,male,1163,usa,False
32.0,0.0,"reading, pennsylvania, usa",english325,english,male,1176,usa,False
53.0,0.0,"fairborn, ohio, usa",english326,english,male,1188,usa,False
27.0,0.0,"dunedin, florida, usa",english327,english,male,1205,usa,False
23.0,0.0,"hollywood, florida, usa",english328,english,female,1206,usa,False
21.0,0.0,"boise, idaho, usa",english329,english,female,1207,usa,False
21.0,0.0,"san diego, california, usa",english33,english,male,92,usa,False
18.0,0.0,"augusta, georgia, usa",english330,english,female,1208,usa,False
20.0,0.0,"baltimore, maryland, usa",english332,english,female,1212,usa,False
32.0,0.0,"spokane, washington, usa",english333,english,female,1214,usa,False
6.0,0.0,"washington, district of columbia, usa",english335,english,male,1216,usa,False
46.0,0.0,"baltimore, maryland, usa",english336,english,female,1217,usa,False
84.0,0.0,"jersey city, new jersey, usa",english337,english,female,1218,usa,False
54.0,0.0,"chicago, illinois, usa",english339,english,male,1220,usa,False
18.0,0.0,"ronkonkoma, new york, usa",english34,english,female,93,usa,False
19.0,0.0,"charleston, west virginia, usa",english340,english,male,1222,usa,False
23.0,0.0,"new york, new york, usa",english341,english,female,1224,usa,False
33.0,0.0,"kansas city, missouri, usa",english342,english,male,1225,usa,False
23.0,0.0,"portland, maine, usa",english343,english,male,1226,usa,False
19.0,0.0,"lumberton, north carolina, usa",english344,english,female,1232,usa,False
20.0,0.0,"kansas city, missouri, usa",english345,english,male,1233,usa,False
60.0,0.0,"east hartford, connecticut, usa",english346,english,male,1235,usa,False
22.0,0.0,"burnsville, minnesota, usa",english347,english,female,1236,usa,False
24.0,0.0,"warrenton, virginia, usa",english349,english,female,1239,usa,False
60.0,0.0,"milwaukee, wisconsin, usa",english35,english,female,94,usa,False
37.0,0.0,"carthage, missouri, usa",english351,english,male,1242,usa,False
19.0,0.0,"los angeles, california, usa",english355,english,male,1256,usa,False
24.0,0.0,"alto, georgia, usa",english357,english,male,1258,usa,False
60.0,0.0,"arcadia, wisconsin, usa",english36,english,male,95,usa,False
19.0,0.0,"erie, pennsylvania, usa",english360,english,female,1277,usa,False
20.0,0.0,"burnsville, minnesota, usa",english361,english,female,1280,usa,False
27.0,0.0,"mcminnville, oregon, usa",english369,english,male,1297,usa,False
28.0,0.0,"yole, india",english37,english,female,96,india,False
22.0,0.0,"pondicherry, india",english370,english,male,1302,india,False
27.0,0.0,"colorado springs, colorado, usa",english371,english,female,1303,usa,False
80.0,0.0,"christiansburg, virginia, usa",english372,english,male,1307,usa,False
22.0,0.0,"russellville, kentucky, usa",english373,english,male,1308,usa,False
28.0,0.0,"manchester, connecticut, usa",english375,english,male,1312,usa,False
46.0,0.0,"pasadena, california, usa",english376,english,male,1315,usa,False
32.0,0.0,"trenton, michigan, usa",english377,english,female,1319,usa,False
38.0,0.0,"silver spring, maryland, usa",english378,english,female,1320,usa,False
43.0,0.0,"summit, new jersey, usa",english379,english,male,1321,usa,False
34.0,0.0,"roanoke, virginia, usa",english380,english,female,1323,usa,False
85.0,0.0,"pike county, kentucky, usa",english381,english,male,1324,usa,False
34.0,0.0,"arlington, virginia, usa",english382,english,male,1325,usa,False
32.0,0.0,"washington, district of columbia, usa",english383,english,female,1326,usa,False
57.0,0.0,"williamson, west virginia, usa",english384,english,male,1327,usa,False
77.0,0.0,"mcveigh, kentucky, usa",english385,english,female,1328,usa,False
56.0,0.0,"los angeles, california, usa",english386,english,female,1330,usa,False
21.0,0.0,"lancaster, california, usa",english387,english,female,1331,usa,False
70.0,0.0,"bluefield, west virginia, usa",english388,english,female,1332,usa,False
71.0,0.0,"aldie, virginia, usa",english389,english,female,1333,usa,False
59.0,0.0,"new orleans, louisiana, usa",english39,english,female,98,usa,False
74.0,0.0,"milwaukee, wisconsin, usa",english390,english,male,1334,usa,False
84.0,0.0,"milton, florida, usa",english391,english,female,1335,usa,False
62.0,0.0,"warrenton, virginia, usa",english392,english,male,1336,usa,False
58.0,0.0,"washington, district of columbia, usa",english393,english,female,1337,usa,False
82.0,0.0,"aiken, south carolina, usa",english394,english,female,1339,usa,False
39.0,0.0,"alexandria, virginia, usa",english395,english,male,1340,usa,False
48.0,0.0,"orange, virginia, usa",english396,english,female,1341,usa,False
76.0,0.0,"wadesboro, north carolina, usa",english397,english,female,1342,usa,False
83.0,0.0,"salisbury, north carolina, usa",english398,english,female,1343,usa,False
80.0,0.0,"la grange, georgia, usa",english399,english,female,1345,usa,False
24.0,0.0,"pensacola, florida, usa",english406,english,female,1358,usa,False
64.0,0.0,"lynwood, california, usa",english408,english,male,1361,usa,False
26.0,0.0,"washington, district of columbia, usa",english411,english,female,1371,usa,False
31.0,0.0,"washington, district of columbia, usa",english412,english,female,1372,usa,False
30.0,0.0,"woonsocket, rhode island, usa",english414,english,female,1374,usa,False
32.0,0.0,"woonsocket, rhode island, usa",english415,english,male,1375,usa,False
27.0,0.0,"youngstown, ohio, usa",english419,english,male,1385,usa,False
31.0,0.0,"rochester, new york, usa",english422,english,male,1390,usa,False
24.0,0.0,"baltimore, maryland, usa",english423,english,female,1395,usa,False
75.0,0.0,"danville, virginia, usa",english424,english,male,1409,usa,False
31.0,0.0,"danville, virginia, usa",english425,english,male,1410,usa,False
30.0,0.0,"florence, south carolina, usa",english426,english,female,1411,usa,False
68.0,0.0,"hanover, pennsylvania, usa",english427,english,female,1412,usa,False
55.0,0.0,"kingstree, south carolina, usa",english428,english,female,1413,usa,False
19.0,0.0,"philadelphia, pennsylvania, usa",english429,english,female,1416,usa,False
23.0,0.0,"green bay, wisconsin, usa",english431,english,female,1423,usa,False
32.0,0.0,"gladwin, michigan, usa",english433,english,female,1430,usa,False
24.0,0.0,"kansas city, kansas, usa",english434,english,male,1469,usa,False
20.0,0.0,"palm springs, california, usa",english435,english,female,1471,usa,False
21.0,0.0,"cleveland, ohio, usa",english437,english,male,1477,usa,False
20.0,0.0,"houston, texas, usa",english438,english,female,1492,usa,False
63.0,0.0,"winston salem, north carolina, usa",english44,english,female,104,usa,False
19.0,0.0,"oquawka, illinois, usa",english441,english,female,1524,usa,False
23.0,0.0,"salisbury mills, new york, usa",english442,english,male,1528,usa,False
31.0,0.0,"fort collins, colorado, usa",english443,english,male,1530,usa,False
24.0,0.0,"anniston, alabama, usa",english444,english,male,1531,usa,False
60.0,0.0,"san francisco, california, usa",english445,english,male,1532,usa,False
23.0,0.0,"moorhead, minnesota, usa",english446,english,female,1533,usa,False
21.0,0.0,"hartford, connecticut, usa",english447,english,male,1534,usa,False
27.0,0.0,"barton, vermont, usa",english449,english,male,1538,usa,False
52.0,0.0,"pine bluff, arkansas, usa",english45,english,male,105,usa,False
44.0,0.0,"hazlehurst, georgia, usa",english451,english,male,1546,usa,False
21.0,0.0,"chicago, illinois, usa",english453,english,female,1548,usa,False
19.0,0.0,"raleigh, north carolina, usa",english454,english,female,1550,usa,False
29.0,0.0,"washington, dc, usa",english455,english,female,1552,usa,False
43.0,0.0,"syracuse, new york, usa",english457,english,male,1555,usa,False
22.0,0.0,"reno, nevada, usa",english458,english,female,1559,usa,False
19.0,0.0,"charlotte, north carolina, usa",english459,english,male,1560,usa,False
73.0,0.0,"creswell, north carolina, usa",english46,english,male,106,usa,False
44.0,0.0,"poughkeepsie, new york, usa",english461,english,female,1563,usa,False
20.0,0.0,"paducah, kentucky, usa",english462,english,male,1564,usa,False
53.0,0.0,"brooklyn, new york, usa",english463,english,female,1571,usa,False
18.0,0.0,"portland, maine, usa",english466,english,male,1637,usa,False
30.0,0.0,"myrtle beach, south carolina, usa",english468,english,male,1640,usa,False
22.0,0.0,"knoxville, tennessee, usa",english469,english,male,1641,usa,False
76.0,0.0,"plantersville, arkansas, usa",english47,english,female,107,usa,False
33.0,0.0,"rochester, minnesota, usa",english474,english,female,1656,usa,False
29.0,0.0,"ogden, utah, usa",english475,english,female,1657,usa,False
64.0,0.0,"manchester, new hampshire, usa",english476,english,female,1658,usa,False
31.0,0.0,"san diego, california, usa",english477,english,female,1659,usa,False
64.0,0.0,"new york, new york, usa",english479,english,female,1664,usa,False
58.0,0.0,"winston-salem, north carolina, usa",english480,english,male,1665,usa,False
88.0,0.0,"stringtown, oklahoma, usa",english481,english,female,1666,usa,False
74.0,0.0,"yeadon, pennsylvania, usa",english482,english,female,1667,usa,False
19.0,0.0,"boston, massachusetts, usa",english483,english,male,1668,usa,False
20.0,0.0,"cromwell, connecticut, usa",english485,english,male,1674,usa,False
43.0,0.0,"castro valley, california, usa",english49,english,male,109,usa,False
22.0,0.0,"omaha, nebraska, usa",english492,english,female,1716,usa,False
20.0,0.0,"miami, florida, usa",english493,english,male,1718,usa,False
27.5,0.0,"findlay, ohio, usa",english494,english,male,1719,usa,False
21.0,0.0,"kirkland, washington, usa",english495,english,male,1720,usa,False
22.0,0.0,"cleveland, ohio, usa",english497,english,male,1726,usa,False
21.0,0.0,"st. paul, minnesota, usa",english499,english,female,1728,usa,False
62.0,0.0,"fairfax, virginia, usa",english5,english,male,110,usa,False
29.0,0.0,"baltic, south dakota, usa",english50,english,female,111,usa,False
64.0,0.0,"pittsburgh, pennsylvania, usa",english501,english,female,1734,usa,False
30.0,0.0,"farmington hills, michigan, usa",english502,english,female,1735,usa,False
25.0,0.0,"west palm beach, florida, usa",english504,english,male,1786,usa,False
30.0,0.0,"new orleans, louisiana, usa",english506,english,female,1799,usa,False
20.0,0.0,"winfield, illinois, usa",english508,english,female,1801,usa,False
44.0,0.0,"coudersport, pennsylvania, usa",english509,english,female,1802,usa,False
67.0,0.0,"detroit, michigan, usa",english51,english,male,112,usa,False
66.0,0.0,"philadelphia, pennsylvania, usa",english510,english,female,1803,usa,False
31.0,0.0,"montgomery, alabama, usa",english511,english,female,1818,usa,False
54.0,0.0,"salina, kansas, usa",english512,english,female,1819,usa,False
57.0,0.0,"youngstown, ohio, usa",english514,english,male,1872,usa,False
55.0,0.0,"youngstown, ohio, usa",english515,english,female,1873,usa,False
32.0,0.0,"dripping springs, texas, usa",english516,english,female,1875,usa,False
33.0,0.0,"colorado springs, colorado, usa",english517,english,male,1876,usa,False
47.0,0.0,"st. paul, minnesota, usa",english520,english,female,1884,usa,False
25.0,0.0,"bethesda, maryland, usa",english521,english,female,1886,usa,False
22.0,0.0,"bethpage, new york, usa",english522,english,female,1887,usa,False
18.0,0.0,"madison, wisconsin, usa",english523,english,female,1888,usa,False
19.0,0.0,"downers grove, illinois, usa",english524,english,male,1890,usa,False
18.0,0.0,"albion, new york, usa",english525,english,female,1893,usa,False
20.0,0.0,"woodbridge, virginia, usa",english526,english,male,1895,usa,False
25.0,0.0,"wynnewood, pennsylvania, usa",english527,english,female,1907,usa,False
52.0,0.0,"green bay, wisconsin, usa",english528,english,female,1908,usa,False
29.0,0.0,"burlington, vermont, usa",english529,english,female,1925,usa,False
63.0,0.0,"syracuse, new york, usa",english53,english,male,114,usa,False
50.0,0.0,"detroit, michigan, usa",english530,english,female,1926,usa,False
29.0,0.0,"nokesville, virginia, usa",english531,english,female,1928,usa,False
23.0,0.0,"bristol, connecticut, usa",english532,english,female,1933,usa,False
38.0,0.0,"fairfax, virginia, usa",english533,english,female,1934,usa,False
29.0,0.0,"mineola, new york, usa",english534,english,female,1951,usa,False
22.0,0.0,"plymouth, massachusetts, usa",english535,english,female,1955,usa,False
21.0,0.0,"richmond, virginia, usa",english536,english,female,1956,usa,False
21.0,0.0,"woodbridge, virginia, usa",english537,english,female,1957,usa,False
20.0,0.0,"lyndhurst, virginia, usa",english538,english,female,1958,usa,False
19.0,0.0,"orange county, california, usa",english539,english,female,1959,usa,False
40.0,0.0,"new albany, indiana, usa",english54,english,female,115,usa,False
18.0,0.0,"arlington, virginia, usa",english540,english,female,1960,usa,False
27.0,0.0,"fort lauderdale, florida, usa",english541,english,female,1961,usa,False
31.0,0.0,"hanover, new hampshire, usa",english544,english,male,1970,usa,False
56.0,0.0,"tangier island, virginia, usa",english545,english,male,1995,usa,False
43.0,0.0,"tangier island, virginia, usa",english546,english,female,1996,usa,False
63.0,0.0,"tangier island, virginia, usa",english547,english,male,1997,usa,False
53.0,0.0,"st. louis, missouri, usa",english55,english,female,116,usa,False
82.0,0.0,"fredericksburg, virginia, usa",english550,english,male,2028,usa,False
81.0,0.0,"king george, virginia, usa",english551,english,female,2029,usa,False
23.0,0.0,"bethesda, maryland, usa",english552,english,female,2043,usa,False
21.0,0.0,"nashville, tennessee, usa",english553,english,male,2046,usa,False
22.0,0.0,"hoffman estates, illinois, usa",english554,english,female,2047,usa,False
90.0,0.0,"brooklyn, new york, usa",english555,english,male,2049,usa,False
84.0,0.0,"brooklyn, new york, usa",english556,english,female,2050,usa,False
23.0,0.0,"queens, new york, usa",english558,english,male,2055,usa,False
19.0,0.0,"reston, virginia, usa",english559,english,female,2056,usa,False
22.0,0.0,"hartford, connecticut, usa",english560,english,female,2059,usa,False
20.0,0.0,"yorktown, virginia, usa",english561,english,female,2060,usa,False
30.0,0.0,"florence, south carolina, usa",english562,english,female,2061,usa,False
32.0,0.0,"manassas, virginia, usa",english563,english,male,2074,usa,False
52.0,0.0,"casper, wyoming, usa",english564,english,male,2077,usa,False
27.0,0.0,"portland, oregon, usa",english565,english,female,2080,usa,False
24.0,0.0,"new york, new york, usa",english567,english,male,2101,usa,False
86.0,0.0,"quincy, florida, usa",english568,english,female,2103,usa,False
42.0,0.0,"parma, ohio, usa",english570,english,female,2106,usa,False
39.0,0.0,"washington, dc, usa",english571,english,male,2113,usa,False
51.0,0.0,"fort worth, texas, usa",english572,english,male,2121,usa,False
46.0,0.0,"painesville, ohio, usa",english573,english,male,2124,usa,False
24.0,0.0,"great falls, virginia, usa",english575,english,male,2165,usa,False
63.0,0.0,"washington, dc, usa",english576,english,female,2167,usa,False
38.0,0.0,"san leandro, california, usa",english577,english,female,2170,usa,False
30.0,0.0,"columbus, ohio, usa",english59,english,male,120,usa,False
45.0,0.0,"brooklyn, new york, usa",english6,english,female,121,usa,False
18.0,0.0,"chesapeake, virginia, usa",english60,english,male,122,usa,False
30.0,0.0,"west jordan, utah, usa",english62,english,male,124,usa,False
21.0,0.0,"lewisville, texas, usa",english63,english,male,125,usa,False
47.0,0.0,"lewistown, pennsylvania, usa",english65,english,male,127,usa,False
19.0,0.0,"baltimore, maryland, usa",english66,english,male,128,usa,False
37.0,0.0,"princeton, indiana, usa",english67,english,male,129,usa,False
52.0,0.0,"new york, new york, usa",english68,english,male,130,usa,False
52.0,0.0,"macon, mississippi, usa",english7,english,male,132,usa,False
21.0,0.0,"beaumont, texas, usa",english70,english,male,133,usa,False
20.0,0.0,"west covina, california, usa",english71,english,male,134,usa,False
21.0,0.0,"wichita, kansas, usa",english74,english,male,137,usa,False
32.0,0.0,"idaho falls, idaho, usa",english75,english,male,138,usa,False
18.0,0.0,"boston, massachusetts, usa",english76,english,female,139,usa,False
20.0,0.0,"caribou, maine, usa",english78,english,female,141,usa,False
73.0,0.0,"boston, massachusetts, usa",english79,english,male,142,usa,False
30.0,0.0,"st. paul, minnesota, usa",english81,english,male,145,usa,False
50.0,0.0,"chicago, illinois, usa",english82,english,female,146,usa,False
42.0,0.0,"winnfield, louisiana, usa",english83,english,female,147,usa,False
