age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?
52, 0,"pine bluff, arkansas, usa (map)",english45,english,male ,105,usa,FALSE
73, 0,"creswell, north carolina, usa (map)",english46,english,male ,106,usa,FALSE
76, 0,"plantersville, arkansas, usa (map)",english47,english,female ,107,usa,FALSE
26, 0,"port moresby, national capital district, papua new guinea (map)",english48,english,male ,108,"papua new guinea,uk,usa",FALSE
43, 0,"castro valley, california, usa (map)",english49,english,male ,109,usa,FALSE
29, 0,"baltic, south dakota, usa (map)",english50,english,female ,111,usa,FALSE
67, 0,"detroit, michigan, usa (map)",english51,english,male ,112,usa,FALSE
20, 0,"calgary, alberta, canada (map)",english52,english,male ,113,"canada, usa",FALSE
63, 0,"syracuse, new york, usa (map)",english53,english,male ,114,usa,FALSE
40, 0,"new albany, indiana, usa (map)",english54,english,female ,115,usa,FALSE
53, 0,"st. louis, missouri, usa (map)",english55,english,female ,116,usa,FALSE
20, 0,"londonderry, northern ireland, uk (map)",english56,english,male ,117,northern ireland,FALSE
34, 0,"birmingham 1, uk (map)",english57,english,male ,118,"uk,canada",FALSE
46, 0,"southhampton, uk (map)",english58,english,female ,119,"uk,usa",FALSE
30, 0,"columbus, ohio, usa (map)",english59,english,male ,120,usa,FALSE
18, 0,"chesapeake, virginia, usa (map)",english60,english,male ,122,usa,FALSE
19, 0,"toronto, ontario, canada (map)",english61,english,male ,123,canada,FALSE
30, 0,"west jordan, utah, usa (map)",english62,english,male ,124,usa,FALSE
21, 0,"lewisville, texas, usa (map)",english63,english,male ,125,usa,FALSE
25, 0,"montreal, quebec, canada (map)",english64,english,female ,126,canada,FALSE
47, 0,"lewistown, pennsylvania, usa (map)",english65,english,male ,127,usa,FALSE
19, 0,"baltimore, maryland, usa (map)",english66,english,male ,128,usa,FALSE
37, 0,"princeton, indiana, usa (map)",english67,english,male ,129,usa,FALSE
52, 0,"new york, new york, usa (map)",english68,english,male ,130,usa,FALSE
23, 0,"adelaide, australia (map)",english69,english,male ,131,australia,FALSE
21, 0,"beaumont, texas, usa (map)",english70,english,male ,133,usa,FALSE
20, 0,"west covina, california, usa (map)",english71,english,male ,134,usa,FALSE
31, 0,"kilkenny, ireland (map)",english72,english,male ,135,ireland,FALSE
24, 0,"darwin, australia (map)",english73,english,male ,136,australia,FALSE
21, 0,"wichita, kansas, usa (map)",english74,english,male ,137,usa,FALSE
32, 0,"idaho falls, idaho, usa (map)",english75,english,male ,138,usa,FALSE
18, 0,"boston, massachusetts, usa (map)",english76,english,female ,139,usa,FALSE
26, 0,"melbourne, australia (map)",english77,english,male ,140,australia,FALSE
20, 0,"caribou, maine, usa (map)",english78,english,female ,141,usa,FALSE
73, 0,"boston, massachusetts, usa (map)",english79,english,male ,142,usa,FALSE
34, 0,"glasgow, scotland, uk (map)",english80,english,male ,144,"uk, canada",FALSE
30, 0,"st. paul, minnesota, usa (map)",english81,english,male ,145,usa,FALSE
50, 0,"chicago, illinois, usa (map)",english82,english,female ,146,usa,FALSE
42, 0,"winnfield, louisiana, usa (map)",english83,english,female ,147,usa,FALSE
45, 0,"sydney, australia (map)",english84,english,male ,148,australia,FALSE
31, 0,"strabane, northern ireland, uk (map)",english85,english,male ,149,uk,FALSE
50, 0,"charleston, south carolina, usa (map)",english86,english,male ,150,usa,FALSE
18, 0,"tamworth, australia (map)",english87,english,female ,151,australia,FALSE
18, 0,"grand rapids, michigan, usa (map)",english88,english,male ,152,usa,FALSE
18, 0,"kingston ma, massachusetts, usa (map)",english89,english,male ,153,usa,FALSE
53, 0,"pittsburgh, pennsylvania, usa (map)",english90,english,male ,155,usa,FALSE
23, 0,"kingston, jamaica (map)",english91,english,male ,156,jamaica,FALSE
22, 0,"wisconsin rapids, wisconsin, usa (map)",english92,english,female ,157,usa,FALSE
22, 0,"mamou, louisiana, usa (map)",english93,english,female ,158,usa,FALSE
55, 0,"pensacola, florida, usa (map)",english94,english,female ,159,usa,FALSE
18, 0,"mishawaka, indiana, usa (map)",english95,english,male ,160,usa,FALSE
31, 0,"point pleasant, new jersey, usa (map)",english96,english,male ,161,usa,FALSE
42, 0,"wilmington nc, north carolina, usa (map)",english97,english,male ,162,usa,FALSE
22, 0,"spokane, washington, usa (map)",english98,english,male ,163,usa,FALSE
52, 0,"pittsburgh, pennsylvania, usa (map)",english99,english,female ,164,usa,FALSE
23, 0,"miami, florida, usa (map)",english100,english,female ,63,usa,FALSE
18, 0,"toronto, ontario, canada (map)",english101,english,female ,64,canada,FALSE
22, 0,"torrington, connecticut, usa (map)",english102,english,male ,65,usa,FALSE
21, 0,"staten island, new york, usa (map)",english103,english,male ,66,usa,FALSE
18, 0,"youngstown, ohio, usa (map)",english104,english,female ,67,usa,FALSE
57, 0,"windsor, ontario, canada (map)",english105,english,male ,407,canada,FALSE
39, 0,"los angeles, california, usa (map)",english106,english,female ,408,usa,FALSE
19, 0,"chicago, illinois, usa (map)",english107,english,male ,416,usa,FALSE
21, 0,"strabane, northern ireland, uk (map)",english108,english,male ,419,uk,FALSE
26, 0,"concord, new hampshire, usa (map)",english109,english,female ,420,usa,FALSE
21, 0,"great yarmouth, norfolk, uk (map)",english110,english,male ,421,uk,FALSE
21, 0,"bombay, india (map)",english111,english,male ,426,"india, usa",FALSE
21, 0,"st. thomas, us virgin islands (map)",english112,english,male ,427,us virgin islands,FALSE
31, 0,"wrexham, wales, uk (map)",english113,english,male ,439,"wales, australia",FALSE
38, 0,"birmingham 2, alabama, usa (map)",english114,english,female ,442,usa,FALSE
31, 0,"st. albans, hertfordshire, uk (map)",english115,english,male ,443,uk,FALSE
56, 0,"atlanta, georgia, usa (map)",english116,english,male ,444,usa,FALSE
60, 0,"elmore, alabama, usa (map)",english117,english,female ,445,usa,FALSE
19, 0,"akron, ohio, usa (map)",english118,english,male ,446,usa,FALSE
32, 0,"saskatoon, saskatchewan, canada (map)",english119,english,female ,455,canada,FALSE
65, 0,"saskatoon, saskatchewan, canada (map)",english120,english,male ,456,canada,FALSE
21, 0,"waconia, minnesota, usa (map)",english121,english,male ,465,usa,FALSE
20, 0,"kuala lumpur, malaysia (map)",english122,english,female ,468,"singapore,usa",FALSE
28, 0,"riverside, california, usa (map)",english123,english,female ,469,"usa, uk",FALSE
38, 0,"brooklyn, new york, usa (map)",english124,english,male ,480,usa,FALSE
28, 0,"st. george, queensland, australia (map)",english125,english,male ,485,australia,FALSE
34, 0,"cincinnati, ohio, usa (map)",english126,english,female ,487,usa,FALSE
39, 0,"new britain, connecticut, usa (map)",english127,english,male ,489,usa,FALSE
20, 0,"miami, florida, usa (map)",english128,english,female ,490,usa,FALSE
25, 0,"blackpool, lancashire, uk (map)",english129,english,male ,492,"uk, australia",FALSE
32, 0,"port elizabeth, south africa (map)",english130,english,male ,496,south africa,FALSE
23, 0,"west palm beach, florida, usa (map)",english131,english,male ,497,usa,FALSE
18, 0,"toronto, ontario, canada (map)",english132,english,female ,503,canada,FALSE
36, 0,"norwich, new york, usa (map)",english133,english,female ,504,usa,FALSE
22, 0,"belfast, northern ireland, uk (map)",english134,english,female ,506,uk,FALSE
22, 0,"orange beach, alabama, usa (map)",english135,english,male ,507,usa,FALSE
25, 0,"calgary, alberta, canada (map)",english136,english,male ,508,canada,FALSE
26, 0,"charleston, west virginia, usa (map)",english137,english,male ,509,usa,FALSE
25, 0,"palmer, alaska, usa (map)",english138,english,female ,510,usa,FALSE
20, 0,"providence, rhode island, usa (map)",english139,english,male ,511,usa,FALSE
43, 0,"quezon city, philippines (map)",english140,english,male ,515,"philippines,canada",FALSE
19, 0,"york, uk (map)",english141,english,male ,516,uk,FALSE
19, 0,"avon, new york, usa (map)",english142,english,male ,517,usa,FALSE
42, 0,"minneapolis, minnesota, usa (map)",english143,english,male ,518,"usa, uk",FALSE
24, 0,"barneys river, nova scotia, canada (map)",english144,english,male ,519,canada,FALSE
18, 0,"bury st. edmunds, uk (map)",english145,english,male ,521,uk,FALSE
22, 0,"blytheville, arkansas, usa (map)",english146,english,male ,522,usa,FALSE
40, 0,"merced, california, usa (map)",english147,english,female ,523,usa,FALSE
31, 0,"sydney, australia (map)",english148,english,male ,525,australia,FALSE
18, 0,"lawrenceville, georgia, usa (map)",english149,english,male ,526,usa,FALSE
31, 0,"brownsville, kentucky, usa (map)",english150,english,male ,527,usa,FALSE
18, 0,"baltimore, maryland, usa (map)",english151,english,male ,528,usa,FALSE
18, 0,"adelaide, australia (map)",english152,english,male ,529,australia,FALSE
35, 0,"brisbane, australia (map)",english153,english,male ,533,australia,FALSE
28, 0,"glace bay, nova scotia, canada (map)",english154,english,male ,534,canada,FALSE
35, 0,"oakland, california, usa (map)",english155,english,male ,535,usa,FALSE
33, 0,"dublin, ireland (map)",english156,english,male ,536,ireland,FALSE
35, 0,"fort worth, texas, usa (map)",english157,english,male ,538,usa,FALSE
18, 0,"washington, district of columbia, usa (map)",english158,english,female ,540,usa,FALSE
18, 0,"ottawa, ontario, canada (map)",english159,english,male ,541,canada,FALSE
21, 0,"redwood falls, minnesota, usa (map)",english160,english,female ,542,usa,FALSE
75, 0,"wakefield, ohio, usa (map)",english161,english,female ,546,usa,FALSE
41, 0,"delaware, ohio, usa (map)",english162,english,female ,548,usa,FALSE
41, 0,"fairview park, ohio, usa (map)",english163,english,male ,547,usa,FALSE
38, 0,"leeds, uk (map)",english164,english,male ,549,uk,FALSE
43, 0,"detroit, michigan, usa (map)",english165,english,female ,550,usa,FALSE
18, 0,"glenside, pennsylvania, usa (map)",english166,english,male ,551,usa,FALSE
43, 0,"lakeview, michigan, usa (map)",english167,english,male ,552,usa,FALSE
40, 0,"oceanside, california, usa (map)",english168,english,male ,554,usa,FALSE
18, 0,"cleveland, mississippi, usa (map)",english169,english,male ,555,usa,FALSE
50, 0,"belmont, mississippi, usa (map)",english170,english,female ,556,usa,FALSE
21, 0,"st. louis, missouri, usa (map)",english171,english,male ,563,usa,FALSE
49, 0,"kingston, jamaica (map)",english172,english,male ,564,"jamaica, uk",FALSE
19, 0,"libertyville, illinois, usa (map)",english173,english,male ,567,usa,FALSE
30, 0,"kuching, sarawak, malaysia (map)",english174,english,female ,568,"australia, singapore",FALSE
24, 0,"seattle, washington, usa (map)",english175,english,male ,572,usa,FALSE
18, 0,"elizabeth city, north carolina, usa (map)",english176,english,female ,573,usa,FALSE
23, 0,"new orleans, louisiana, usa (map)",english177,english,female ,574,usa,FALSE
30, 0,"wilkes-barre, pennsylvania, usa (map)",english178,english,male ,583,usa,FALSE
57, 0,"huron, south dakota, usa (map)",english179,english,male ,584,usa,FALSE
20, 0,"newport, rhode island, usa (map)",english180,english,male ,585,usa,FALSE
68, 0,"new eagle, pennsylvania, usa (map)",english181,english,male ,586,usa,FALSE
50, 0,"troy, new york, usa (map)",english182,english,male ,590,usa,FALSE
55, 0,"corriverton, guyana (map)",english183,english,female ,595,"guyana, usa",FALSE
18, 0,"hillsboro, oregon, usa (map)",english184,english,female ,597,usa,FALSE
38, 0,"oxford, uk (map)",english185,english,male ,604,canada,FALSE
39, 0,"gadsden, alabama, usa (map)",english186,english,female ,605,usa,FALSE
42, 0,"algona, iowa, usa (map)",english187,english,female ,606,usa,FALSE
35, 0,"edinburgh, scotland, uk (map)",english188,english,male ,611,uk,FALSE
19, 0,"grand forks, north dakota, usa (map)",english189,english,male ,617,usa,FALSE
27, 0,"oak park, illinois, usa (map)",english190,english,male ,618,usa,FALSE
19, 0,"las cruces, new mexico, usa (map)",english191,english,male ,631,usa,FALSE
27, 0,"east lansing, michigan, usa (map)",english192,english,female ,636,usa,FALSE
32, 0,"honolulu, hawaii, usa (map)",english193,english,male ,637,usa,FALSE
19, 0,"manchester, england, uk (map)",english194,english,male ,638,uk,FALSE
21, 0,"delavan, wisconsin, usa (map)",english195,english,female ,639,usa,FALSE
50, 0,"suva, fiji (map)",english196,english,female ,654,"fiji, usa",FALSE
22, 0,"iowa city, iowa, usa (map)",english197,english,male ,662,usa,FALSE
56, 0,"washington, district of columbia, usa (map)",english198,english,male ,663,usa,FALSE
25, 0,"bay shore, new york, usa (map)",english199,english,male ,664,usa,FALSE
22, 0,"berkeley, california, usa (map)",english200,english,female ,667,usa,FALSE
26, 0,"warren, michigan, usa (map)",english201,english,female ,668,usa,FALSE
19, 0,"crisfield, maryland, usa (map)",english202,english,male ,673,usa,FALSE
63, 0,"boston, massachusetts, usa (map)",english203,english,female ,674,usa,FALSE
53, 0,"chicago, illinois, usa (map)",english204,english,male ,678,usa,FALSE
45, 0,"blue earth, minnesota, usa (map)",english205,english,female ,679,usa,FALSE
35, 0,"hucknall, nottinghamshire, england, uk (map)",english206,english,female ,680,uk,FALSE
23, 0,"wilkes-barre, pennsylvania, usa (map)",english207,english,female ,684,usa,FALSE
46, 0,"washington, dc, usa (map)",english208,english,male ,695,usa,FALSE
28, 0,"saint johns, antigua and barbuda (map)",english209,english,female ,702,"antigua and barbuda, usa",FALSE
23, 0,"trenton, nova scotia, canada (map)",english210,english,female ,705,canada,FALSE
30, 0,"worcester, massachusetts, usa (map)",english211,english,male ,720,usa,FALSE
24, 0,"spartanburg, south carolina, usa (map)",english212,english,male ,729,usa,FALSE
38, 0,"dodge city, kansas, usa (map)",english213,english,male ,734,usa,FALSE
26, 0,"myrtle beach, south carolina, usa (map)",english214,english,male ,737,usa,FALSE
20, 0,"lemington spa, warwickshire, uk (map)",english215,english,male ,738,"uk, ireland, usa",FALSE
48, 0,"chicago, illinois, usa (map)",english216,english,female ,739,usa,FALSE
66, 0,"harrow, middlesex, uk (map)",english217,english,male ,740,"uk, usa",FALSE
27, 0,"abingdon, virginia, usa (map)",english218,english,female ,747,usa,FALSE
38, 0,"oakland, california, usa (map)",english219,english,female ,748,usa,FALSE
18, 0,"anaheim, california, usa (map)",english220,english,female ,749,usa,FALSE
45, 0,"london, uk (map)",english221,english,male ,754,"uk, australia, usa",FALSE
18, 0,"auburn, indiana, usa (map)",english222,english,female ,764,usa,FALSE
18, 0,"erie, pennsylvania, usa (map)",english223,english,male ,767,usa,FALSE
20, 0,"bridgetown, barbados (map)",english224,english,male ,768,barbados,FALSE
50, 0,"dundee, scotland, uk (map)",english225,english,male ,771,"scotland, usa",FALSE
38, 0,"walton-on-thames, surrey, uk (map)",english226,english,male ,772,"uk, usa",FALSE
42, 0,"camberley, surrey, uk (map)",english227,english,female ,773,"uk, usa",FALSE
59, 0,"glasgow, scotland, uk (map)",english228,english,female ,774,"scotland, usa, sierra leone",FALSE
25, 0,"burlington, vermont, usa (map)",english229,english,male ,775,usa,FALSE
35, 0,"launceston, tasmania, australia (map)",english230,english,male ,776,australia,FALSE
22, 0,"tampa, florida, usa (map)",english231,english,male ,791,usa,FALSE
32, 0,"metairie, louisiana, usa (map)",english232,english,female ,798,usa,FALSE
26, 0,"edmonton, alberta, canada (map)",english233,english,female ,793,canada,FALSE
49, 0,"bloomington, indiana, usa (map)",english234,english,male ,794,usa,FALSE
52, 0,"richmond, virginia, usa (map)",english235,english,female ,795,usa,FALSE
44, 0,"st. charles, illinois, usa (map)",english236,english,male ,799,usa,FALSE
22, 0,"jeffersonville, ohio, usa (map)",english237,english,female ,801,usa,FALSE
21, 0,"vancouver, british  columbia, canada (map)",english238,english,female ,802,canada,FALSE
19, 0,"fort kobbe, panama (map)",english239,english,male ,803,usa,FALSE
26, 0,"guelph, ontario, canada (map)",english240,english,male ,815,canada,FALSE
52, 0,"wanganui, new zealand (map)",english241,english,female ,817,new zealand,FALSE
77, 0,"laurel, mississippi, usa (map)",english242,english,female ,818,usa,FALSE
27, 0,"fredericton, new brunswick, canada (map)",english243,english,male ,820,canada,FALSE
23, 0,"san francisco, california, usa (map)",english244,english,male ,821,usa,FALSE
25, 0,"pittsburgh, pennsylvania, usa (map)",english245,english,male ,824,usa,FALSE
32, 0,"los angeles, california, usa (map)",english246,english,male ,825,usa,FALSE
33, 0,"prince rupert, british columbia, canada (map)",english247,english,male ,835,canada,FALSE
18, 0,"philadelphia, pennsylvania, usa (map)",english248,english,female ,840,usa,FALSE
29, 0,"boston, massachusetts, usa (map)",english249,english,female ,850,usa,FALSE
19, 0,"chester, england, uk (map)",english250,english,male ,852,uk,FALSE
21, 0,"mt. kisco, new york, usa (map)",english251,english,male ,855,usa,FALSE
25, 0,"san jose ca, california, usa (map)",english252,english,female ,856,usa,FALSE
21, 0,"dublin, ireland (map)",english253,english,male ,857,ireland,FALSE
39, 0,"eugene, oregon, usa (map)",english254,english,male ,858,usa,FALSE
24, 0,"oamaru, new zealand (map)",english255,english,female ,859,new zealand,FALSE
23, 0,"laurinburg, north carolina, usa (map)",english256,english,male ,861,usa,FALSE
24, 0,"san diego, california, usa (map)",english257,english,male ,863,usa,FALSE
24, 0,"kilkenny, ireland (map)",english258,english,male ,869,ireland,FALSE
23, 0,"singapore, singapore (map)",english259,english,male ,870,singapore,FALSE
18, 0,"phoenix, arizona, usa (map)",english260,english,female ,871,usa,FALSE
59, 0,"forestville, maryland, usa (map)",english261,english,female ,875,usa,FALSE
60, 0,"naylor, maryland, usa (map)",english262,english,male ,876,usa,FALSE
21, 0,"oak forest, illinois, usa (map)",english263,english,male ,884,usa,FALSE
21, 0,"freemont, california, usa (map)",english264,english,male ,889,usa,FALSE
31, 0,"vancouver wa, washington, usa (map)",english265,english,male ,890,usa,FALSE
18, 0,"san diego, california, usa (map)",english266,english,male ,899,usa,FALSE
66, 0,"leeds, uk (map)",english267,english,male ,900,uk,FALSE
67, 0,"leeds, uk (map)",english268,english,female ,901,uk,FALSE
22, 0,"adelaide, australia (map)",english269,english,female ,902,"australia, uk, usa",FALSE
29, 0,"cape town, south africa (map)",english270,english,male ,903,south africa,FALSE
32, 0,"cape town, south africa (map)",english271,english,female ,904,south africa,FALSE
20, 0,"dallas, texas, usa (map)",english272,english,male ,905,usa,FALSE
46, 0,"blue bell, pennsylvania, usa (map)",english273,english,male ,907,usa,FALSE
25, 0,"sydney, australia (map)",english274,english,female ,909,australia,FALSE
20, 0,"clifton, new jersey, usa (map)",english275,english,female ,912,usa,FALSE
50, 0,"chattanooga, tennessee, usa (map)",english276,english,female ,918,usa,FALSE
48, 0,"hudson, new york, usa (map)",english277,english,female ,919,usa,FALSE
18, 0,"augusta, georgia, usa (map)",english278,english,female ,921,usa,FALSE
30, 0,"singapore, singapore (map)",english279,english,female ,922,singapore,FALSE
19, 0,"ramsey, isle of man (map)",english280,english,female ,935,isle of man,FALSE
23, 0,"ramsey mn, minnesota, usa (map)",english281,english,male ,937,usa,FALSE
20, 0,"tampa, florida, usa (map)",english282,english,male ,939,usa,FALSE
18, 0,"pelham, new york, usa (map)",english283,english,male ,951,usa,FALSE
33, 0,"gainesville, florida, usa (map)",english284,english,male ,952,usa,FALSE
50, 0,"melbourne, australia (map)",english285,english,male ,961,"australia, hong kong, usa",FALSE
21, 0,"beaumont, texas, usa (map)",english286,english,female ,977,usa,FALSE
27, 0,"singapore, singapore (map)",english287,english,female ,981,singapore,FALSE
26, 0,"st. louis, missouri, usa (map)",english288,english,female ,982,usa,FALSE
19, 0,"fairfax, virginia, usa (map)",english289,english,female ,983,usa,FALSE
20, 0,"duluth, georgia, usa (map)",english290,english,male ,986,usa,FALSE
18, 0,"belize city, belize (map)",english291,english,male ,1026,"belize, usa",FALSE
38, 0,"kansas city, missouri, usa (map)",english292,english,male ,1051,usa,FALSE
22, 0,"billings, montana, usa (map)",english293,english,female ,1052,usa,FALSE
19, 0,"naracoorte, australia (map)",english294,english,female ,1060,"australia, usa",FALSE
25, 0,"airdrie, alberta, canada (map)",english295,english,male ,1067,canada,FALSE
18, 0,"edmonton, alberta, canada (map)",english296,english,female ,1070,canada,FALSE
19, 0,"lindenhurst, new york, usa (map)",english297,english,male ,1071,usa,FALSE
22, 0,"lismore, new south wales, australia (map)",english298,english,male ,1072,australia,FALSE
59, 0,"windsor, ontario, canada (map)",english299,english,male ,1075,usa,FALSE
18, 0,"dublin, ireland (map)",english300,english,male ,1076,ireland,FALSE
41, 0,"toronto, ontario, canada (map)",english301,english,male ,1078,canada,FALSE
22, 0,"melbourne, australia (map)",english302,english,male ,1085,australia,FALSE
45, 0,"anaheim, california, usa (map)",english303,english,female ,1086,usa,FALSE
20, 0,"clare, ireland (map)",english304,english,female ,1088,ireland,FALSE
24, 0,"la paz, bolivia (map)",english305,english,female ,1094,"uk, usa",FALSE
24, 0,"london, uk (map)",english306,english,female ,1093,"uk, usa",FALSE
48, 0,"alexandria, va, usa (map)",english307,english,male ,1100,"usa, new zealand",FALSE
34, 0,"cardiff, wales, uk (map)",english308,english,male ,1101,"uk, new zealand",FALSE
44, 0,"dunedin, new zealand (map)",english309,english,female ,1105,new zealand,FALSE
37, 0,"oxford, uk (map)",english310,english,female ,1108,"uk, usa",FALSE
38, 0,"detroit, michigan, usa (map)",english311,english,female ,1110,usa,FALSE
40, 0,"edmonton, alberta, canada (map)",english312,english,female ,1113,canada,FALSE
28, 0,"silver spring, maryland, usa (map)",english313,english,male ,1119,usa,FALSE
26, 0,"memphis, tennessee, usa (map)",english314,english,female ,1120,usa,FALSE
25, 0,"los angeles, california, usa (map)",english315,english,male ,1121,usa,FALSE
33, 0,"sacramento, california, usa (map)",english316,english,male ,1122,usa,FALSE
26, 0,"burlington, vermont, usa (map)",english317,english,male ,1132,usa,FALSE
46, 0,"sarnia, ontario, canada (map)",english318,english,male ,1137,canada,FALSE
29, 0,"grimsby, lincolnshire, uk (map)",english319,english,male ,1138,uk,FALSE
59, 0,"maryland county, liberia (map)",english320,english,female ,1162,"liberia, usa",FALSE
52, 0,"brooklyn, new york, usa (map)",english321,english,male ,1163,usa,FALSE
29, 0,"yorkton, saskatchewan, canada (map)",english322,english,male ,1172,canada,FALSE
31, 0,"regina, saskatchewan, canada (map)",english323,english,female ,1173,canada,FALSE
28, 0,"st. marys, ontario, canada (map)",english324,english,male ,1174,canada,FALSE
32, 0,"reading, pennsylvania, usa (map)",english325,english,male ,1176,usa,FALSE
53, 0,"fairborn, ohio, usa (map)",english326,english,male ,1188,usa,FALSE
27, 0,"dunedin, florida, usa (map)",english327,english,male ,1205,usa,FALSE
23, 0,"hollywood, florida, usa (map)",english328,english,female ,1206,usa,FALSE
21, 0,"boise, idaho, usa (map)",english329,english,female ,1207,usa,FALSE
18, 0,"augusta, georgia, usa (map)",english330,english,female ,1208,usa,FALSE
28, 0,"perth, australia (map)",english331,english,female ,1209,australia,FALSE
20, 0,"baltimore, maryland, usa (map)",english332,english,female ,1212,usa,FALSE
32, 0,"spokane, washington, usa (map)",english333,english,female ,1214,usa,FALSE
18, 0,"derby, england, uk (map)",english334,english,female ,1215,uk,FALSE
"6,", 0,"washington, district of columbia, usa (map)",english335,english,ale ,1216,usa,FALSE
46, 0,"baltimore, maryland, usa (map)",english336,english,female ,1217,usa,FALSE
84, 0,"jersey city, new jersey, usa (map)",english337,english,female ,1218,"usa, canada",FALSE
53, 0,"sydney, australia (map)",english338,english,female ,1219,"australia, canada",FALSE
54, 0,"chicago, illinois, usa (map)",english339,english,male ,1220,"usa, canada",FALSE
19, 0,"charleston, west virginia, usa (map)",english340,english,male ,1222,usa,FALSE
23, 0,"new york, new york, usa (map)",english341,english,female ,1224,usa,FALSE
33, 0,"kansas city, missouri, usa (map)",english342,english,male ,1225,usa,FALSE
23, 0,"portland, maine, usa (map)",english343,english,male ,1226,usa,FALSE
19, 0,"lumberton, north carolina, usa (map)",english344,english,female ,1232,usa,FALSE
20, 0,"kansas city, missouri, usa (map)",english345,english,male ,1233,usa,FALSE
60, 0,"east hartford, connecticut, usa (map)",english346,english,male ,1235,usa,FALSE
22, 0,"burnsville, minnesota, usa (map)",english347,english,female ,1236,usa,FALSE
20, 0,"las pinas, philippines (map)",english348,english,female ,1237,philippines,FALSE
24, 0,"warrenton, virginia, usa (map)",english349,english,female ,1239,usa,FALSE
18, 0,"polesworth, staffordshire, uk (map)",english350,english,female ,1241,uk,FALSE
37, 0,"carthage, missouri, usa (map)",english351,english,male ,1242,usa,FALSE
25, 0,"singapore, singapore (map)",english352,english,male ,1243,singapore,FALSE
18, 0,"saskatoon, saskatchewan, canada (map)",english353,english,male ,1246,canada,FALSE
23, 0,"christchurch, new zealand (map)",english354,english,female ,1250,"new zealand, ireland, uk, usa",FALSE
